fare_id,origin_id,destination_id
３区,11_2,3_2
２区,11_2,4_2
２区,11_2,5_2
２区,11_2,6_2
２区,11_2,7_2
１区,11_2,8_2
１区,11_2,9_4
１区,11_2,10_2
１区,11_1,12_1
２区,11_1,13_1
２区,11_1,13_2
１区,11_2,14_1
１区,11_2,15_1
２区,11_2,16_1
２区,11_2,17_1
２区,11_2,18_1
２区,11_2,19_1
２区,11_2,19_2
４区,11_2,20_2
４区,11_2,20_3
４区,11_2,21_2
４区,11_2,22_2
４区,11_2,23_2
４区,11_2,24_2
３区,11_2,25_2
３区,11_2,26_2
３区,11_2,27_2
３区,11_2,28_2
２区,11_2,29_2
２区,11_2,30_2
２区,11_2,31_2
２区,11_2,32_2
２区,11_2,33_2
２区,11_2,34_2
３区,12_2,1_3
３区,12_2,1_4
３区,12_2,2_2
３区,12_2,3_2
３区,12_2,4_2
２区,12_2,5_2
２区,12_2,6_2
２区,12_2,7_2
２区,12_2,8_2
１区,12_2,9_4
１区,12_2,10_2
１区,12_2,11_2
１区,12_1,13_1
１区,12_1,13_2
２区,12_2,14_1
２区,12_2,15_1
２区,12_2,16_1
２区,12_2,17_1
２区,12_2,18_1
３区,12_2,19_1
３区,12_2,19_2
５区,12_2,20_2
５区,12_2,20_3
４区,12_2,21_2
４区,12_2,22_2
４区,12_2,23_2
４区,12_2,24_2
４区,12_2,25_2
３区,12_2,26_2
３区,12_2,27_2
３区,12_2,28_2
３区,12_2,29_2
３区,12_2,30_2
２区,12_2,31_2
２区,12_2,32_2
２区,12_2,33_2
２区,12_2,34_2
４区,13_2,1_3
４区,13_2,1_4
４区,13_2,2_2
３区,13_2,3_2
３区,13_2,4_2
３区,13_2,5_2
３区,13_2,6_2
２区,13_2,7_2
２区,13_2,8_2
２区,13_2,9_4
２区,13_2,10_2
２区,13_2,11_2
１区,13_2,12_2
２区,13_2,14_1
２区,13_2,15_1
３区,13_2,16_1
３区,13_2,17_1
３区,13_2,18_1
３区,13_2,19_1
３区,13_2,19_2
５区,13_2,20_2
５区,13_2,20_3
５区,13_2,21_2
５区,13_2,22_2
５区,13_2,23_2
４区,13_2,24_2
４区,13_2,25_2
４区,13_2,26_2
４区,13_2,27_2
４区,13_2,28_2
３区,13_2,29_2
３区,13_2,30_2
３区,13_2,31_2
３区,13_2,32_2
２区,13_2,33_2
２区,13_2,34_2
４区,13_1,1_3
４区,13_1,1_4
４区,13_1,2_2
３区,13_1,3_2
３区,13_1,4_2
３区,13_1,5_2
３区,13_1,6_2
２区,13_1,7_2
２区,13_1,8_2
２区,13_1,9_4
２区,13_1,10_2
２区,13_1,11_2
１区,13_1,12_2
２区,13_1,14_1
２区,13_1,15_1
３区,13_1,16_1
３区,13_1,17_1
３区,13_1,18_1
３区,13_1,19_1
３区,13_1,19_2
５区,13_1,20_2
５区,13_1,20_3
５区,13_1,21_2
５区,13_1,22_2
５区,13_1,23_2
４区,13_1,24_2
４区,13_1,25_2
４区,13_1,26_2
４区,13_1,27_2
４区,13_1,28_2
３区,13_1,29_2
３区,13_1,30_2
３区,13_1,31_2
３区,13_1,32_2
２区,13_1,33_2
２区,13_1,34_2
３区,14_2,1_3
３区,14_2,1_4
３区,14_2,2_2
２区,14_2,3_2
２区,14_2,3_2
２区,14_2,5_2
２区,14_2,6_2
１区,14_2,7_2
１区,14_2,8_2
１区,14_2,9_2
１区,14_2,9_4
１区,14_2,10_1
１区,14_2,11_1
２区,14_2,12_1
２区,14_2,13_1
２区,14_2,13_2
１区,14_1,15_1
１区,14_1,16_1
１区,14_1,17_1
２区,14_1,18_1
２区,14_1,19_1
２区,14_1,19_2
４区,14_2,20_2
４区,14_2,20_3
４区,14_2,21_2
４区,14_2,22_2
３区,14_2,23_2
３区,14_2,24_2
３区,14_2,25_2
３区,14_2,26_2
３区,14_2,27_2
２区,14_2,28_2
２区,14_2,29_2
２区,14_2,30_2
２区,14_2,31_2
２区,14_2,32_2
１区,14_2,33_2
１区,14_2,34_2
３区,15_2,1_3
３区,15_2,1_4
３区,15_2,2_2
２区,15_2,3_2
２区,15_2,3_2
２区,15_2,5_2
２区,15_2,6_2
１区,15_2,7_2
１区,15_2,8_2
１区,15_2,9_2
１区,15_2,9_4
１区,15_2,10_1
１区,15_2,11_1
２区,15_2,12_1
２区,15_2,13_1
２区,15_2,13_2
１区,15_2,14_2
１区,15_1,16_1
１区,15_1,17_1
１区,15_1,18_1
２区,15_1,19_1
２区,15_1,19_2
４区,15_2,20_2
４区,15_2,20_3
４区,15_2,21_2
４区,15_2,22_2
４区,15_2,23_2
３区,15_2,24_2
３区,15_2,25_2
３区,15_2,26_2
３区,15_2,27_2
３区,15_2,28_2
２区,15_2,29_2
２区,15_2,30_2
２区,15_2,31_2
２区,15_2,32_2
２区,15_2,33_2
１区,15_2,34_2
３区,16_2,1_3
３区,16_2,1_4
３区,16_2,2_2
３区,16_2,3_2
２区,16_2,4_2
２区,16_2,5_2
２区,16_2,6_2
２区,16_2,7_2
１区,16_2,8_2
１区,16_2,9_2
１区,16_2,9_4
２区,16_2,10_1
２区,16_2,11_1
２区,16_2,12_1
３区,16_2,13_1
３区,16_2,13_2
１区,16_2,14_2
１区,16_2,15_2
１区,16_1,17_1
１区,16_1,18_1
１区,16_1,19_1
１区,16_1,19_2
４区,16_2,20_2
４区,16_2,20_3
４区,16_2,21_2
４区,16_2,22_2
４区,16_2,23_2
４区,16_2,24_2
３区,16_2,25_2
３区,16_2,26_2
３区,16_2,27_2
３区,16_2,28_2
３区,16_2,29_2
２区,16_2,30_2
２区,16_2,31_2
２区,16_2,32_2
２区,16_2,33_2
２区,16_2,34_2
３区,17_2,1_3
３区,17_2,1_4
３区,17_2,2_2
３区,17_2,3_2
３区,17_2,3_2
２区,17_2,5_2
２区,17_2,6_2
２区,17_2,7_2
２区,17_2,8_2
１区,17_2,9_2
１区,17_2,9_4
２区,17_2,10_1
２区,17_2,11_1
２区,17_2,12_1
３区,17_2,13_1
３区,17_2,13_2
１区,17_2,14_2
１区,17_2,15_2
１区,17_2,16_2
１区,17_1,18_1
１区,17_1,19_1
１区,17_1,19_2
５区,17_2,20_2
５区,17_2,20_3
４区,17_2,21_2
４区,17_2,22_2
４区,17_2,23_2
４区,17_2,24_2
４区,17_2,25_2
３区,17_2,26_2
３区,17_2,27_2
３区,17_2,28_2
３区,17_2,29_2
３区,17_2,30_2
２区,17_2,31_2
２区,17_2,32_2
２区,17_2,33_2
２区,17_2,34_2
４区,18_2,1_3
４区,18_2,1_4
３区,18_2,2_2
３区,18_2,3_2
３区,18_2,3_2
３区,18_2,5_2
２区,18_2,6_2
２区,18_2,7_2
２区,18_2,8_2
２区,18_2,9_2
２区,18_2,9_4
２区,18_2,10_1
２区,18_2,11_1
２区,18_2,12_1
３区,18_2,13_1
３区,18_2,13_2
２区,18_2,14_2
１区,18_2,15_2
１区,18_2,16_2
１区,18_2,17_2
１区,18_1,19_1
１区,18_1,19_2
５区,18_2,20_2
５区,18_2,20_3
５区,18_2,21_2
４区,18_2,22_2
４区,18_2,23_2
４区,18_2,24_2
４区,18_2,25_2
４区,18_2,26_2
３区,18_2,27_2
３区,18_2,28_2
３区,18_2,29_2
３区,18_2,30_2
３区,18_2,31_2
２区,18_2,32_2
２区,18_2,33_2
２区,18_2,34_2
４区,19_2,1_3
４区,19_2,1_4
４区,19_2,2_2
３区,19_2,3_2
３区,19_2,3_2
３区,19_2,5_2
３区,19_2,6_2
２区,19_2,7_2
２区,19_2,8_2
２区,19_2,9_2
２区,19_2,9_4
２区,19_2,10_1
２区,19_2,11_1
３区,19_2,12_1
３区,19_2,13_1
３区,19_2,13_2
２区,19_2,14_2
２区,19_2,15_2
１区,19_2,16_2
１区,19_2,17_2
１区,19_2,18_2
５区,19_2,20_2
５区,19_2,20_3
５区,19_2,21_2
５区,19_2,22_2
４区,19_2,23_2
４区,19_2,24_2
４区,19_2,25_2
４区,19_2,26_2
４区,19_2,27_2
３区,19_2,28_2
３区,19_2,29_2
３区,19_2,30_2
３区,19_2,31_2
３区,19_2,32_2
２区,19_2,33_2
２区,19_2,34_2
６区,20_1,1_3
６区,20_1,1_4
５区,20_1,2_2
５区,20_1,3_2
５区,20_1,4_2
４区,20_1,5_2
４区,20_1,6_2
４区,20_1,7_2
４区,20_1,9_1
４区,20_1,9_3
４区,20_1,10_1
４区,20_1,11_1
５区,20_1,12_1
５区,20_1,13_1
５区,20_1,13_2
４区,20_1,14_1
４区,20_1,15_1
４区,20_1,16_1
５区,20_1,17_1
５区,20_1,18_1
５区,20_1,19_1
５区,20_1,19_2
１区,20_1,21_1
１区,20_1,22_1
１区,20_1,23_1
２区,20_1,24_1
２区,20_1,25_1
２区,20_1,26_1
２区,20_1,27_1
２区,20_1,28_1
３区,20_1,29_1
３区,20_1,30_1
３区,20_1,31_1
３区,20_1,32_1
３区,20_1,33_1
４区,20_1,34_1
４区,20_1,35_1
５区,21_1,1_3
５区,21_1,1_4
５区,21_1,2_2
５区,21_1,3_2
４区,21_1,4_2
４区,21_1,5_2
４区,21_1,6_2
４区,21_1,7_2
４区,21_1,9_1
４区,21_1,9_3
４区,21_1,10_1
４区,21_1,11_1
４区,21_1,12_1
５区,21_1,13_1
５区,21_1,13_2
４区,21_1,14_1
４区,21_1,15_1
４区,21_1,16_1
４区,21_1,17_1
５区,21_1,18_1
５区,21_1,19_1
５区,21_1,19_2
１区,21_2,20_2
１区,21_2,20_3
１区,21_1,22_1
１区,21_1,23_1
１区,21_1,24_1
２区,21_1,25_1
２区,21_1,26_1
２区,21_1,27_1
２区,21_1,28_1
２区,21_1,29_1
３区,21_1,30_1
３区,21_1,31_1
３区,21_1,32_1
３区,21_1,33_1
３区,21_1,34_1
３区,21_1,35_1
５区,22_1,1_3
５区,22_1,1_4
５区,22_1,2_2
５区,22_1,3_2
４区,22_1,4_2
４区,22_1,5_2
４区,22_1,6_2
４区,22_1,7_2
４区,22_1,9_1
４区,22_1,9_3
４区,22_1,10_1
４区,22_1,11_1
４区,22_1,12_1
５区,22_1,13_1
５区,22_1,13_2
４区,22_1,14_1
４区,22_1,15_1
４区,22_1,16_1
４区,22_1,17_1
４区,22_1,18_1
５区,22_1,19_1
５区,22_1,19_2
１区,22_2,20_2
１区,22_2,20_3
１区,22_2,21_2
１区,22_1,23_1
１区,22_1,24_1
１区,22_1,25_1
２区,22_1,26_1
２区,22_1,27_1
２区,22_1,28_1
２区,22_1,29_1
２区,22_1,30_1
３区,22_1,31_1
３区,22_1,32_1
３区,22_1,33_1
３区,22_1,34_1
３区,22_1,35_1
５区,23_1,1_3
５区,23_1,1_4
５区,23_1,2_2
４区,23_1,3_2
４区,23_1,4_2
４区,23_1,5_2
４区,23_1,6_2
３区,23_1,7_2
３区,23_1,9_1
３区,23_1,9_3
４区,23_1,10_1
４区,23_1,11_1
４区,23_1,12_1
５区,23_1,13_1
５区,23_1,13_2
３区,23_1,14_1
４区,23_1,15_1
４区,23_1,16_1
４区,23_1,17_1
４区,23_1,18_1
４区,23_1,19_1
４区,23_1,19_2
１区,23_2,20_2
１区,23_2,20_3
１区,23_2,21_2
１区,23_2,22_2
１区,23_1,24_1
１区,23_1,25_1
１区,23_1,26_1
２区,23_1,27_1
２区,23_1,28_1
２区,23_1,29_1
２区,23_1,30_1
２区,23_1,31_1
３区,23_1,32_1
３区,23_1,33_1
３区,23_1,34_1
３区,23_1,35_1
５区,24_1,1_3
５区,24_1,1_4
４区,24_1,2_2
４区,24_1,3_2
４区,24_1,4_2
４区,24_1,5_2
３区,24_1,6_2
３区,24_1,7_2
３区,24_1,9_1
３区,24_1,9_3
３区,24_1,10_1
４区,24_1,11_1
４区,24_1,12_1
４区,24_1,13_1
４区,24_1,13_2
３区,24_1,14_1
３区,24_1,15_1
４区,24_1,16_1
４区,24_1,17_1
４区,24_1,18_1
４区,24_1,19_1
４区,24_1,19_2
２区,24_2,20_2
２区,24_2,20_3
１区,24_2,21_2
１区,24_2,22_2
１区,24_2,23_2
１区,24_1,25_1
１区,24_1,26_1
１区,24_1,27_1
２区,24_1,28_1
２区,24_1,29_1
２区,24_1,30_1
２区,24_1,31_1
２区,24_1,32_1
３区,24_1,33_1
３区,24_1,34_1
３区,24_1,35_1
４区,25_1,1_3
４区,25_1,1_4
４区,25_1,2_2
４区,25_1,3_2
４区,25_1,4_2
３区,25_1,5_2
３区,25_1,6_2
３区,25_1,7_2
３区,25_1,9_1
３区,25_1,9_3
３区,25_1,10_1
３区,25_1,11_1
４区,25_1,12_1
４区,25_1,13_1
４区,25_1,13_2
３区,25_1,14_1
３区,25_1,15_1
３区,25_1,16_1
４区,25_1,17_1
４区,25_1,18_1
４区,25_1,19_1
４区,25_1,19_2
２区,25_2,20_2
２区,25_2,20_3
２区,25_2,21_2
１区,25_2,22_2
１区,25_2,23_2
１区,25_2,24_2
１区,25_1,26_1
１区,25_1,27_1
１区,25_1,28_1
２区,25_1,29_1
２区,25_1,30_1
２区,25_1,31_1
２区,25_1,32_1
２区,25_1,33_1
２区,25_1,34_1
３区,25_1,35_1
４区,26_1,1_3
４区,26_1,1_4
４区,26_1,2_2
４区,26_1,3_2
３区,26_1,4_2
３区,26_1,5_2
３区,26_1,6_2
３区,26_1,7_2
３区,26_1,9_1
３区,26_1,9_3
３区,26_1,10_1
３区,26_1,11_1
３区,26_1,12_1
４区,26_1,13_1
４区,26_1,13_2
３区,26_1,14_1
３区,26_1,15_1
３区,26_1,16_1
３区,26_1,17_1
４区,26_1,18_1
４区,26_1,19_1
４区,26_1,19_2
２区,26_2,20_2
２区,26_2,20_3
２区,26_2,21_2
２区,26_2,22_2
１区,26_2,23_2
１区,26_2,24_2
１区,26_2,25_2
１区,26_1,27_1
１区,26_1,28_1
１区,26_1,29_1
２区,26_1,30_1
２区,26_1,31_1
２区,26_1,32_1
２区,26_1,33_1
２区,26_1,34_1
３区,26_1,35_1
４区,27_1,1_3
４区,27_1,1_4
４区,27_1,2_2
４区,27_1,3_2
３区,27_1,4_2
３区,27_1,5_2
３区,27_1,6_2
３区,27_1,7_2
３区,27_1,9_1
３区,27_1,9_3
３区,27_1,10_1
３区,27_1,11_1
３区,27_1,12_1
４区,27_1,13_1
４区,27_1,13_2
３区,27_1,14_1
３区,27_1,15_1
３区,27_1,16_1
３区,27_1,17_1
３区,27_1,18_1
４区,27_1,19_1
４区,27_1,19_2
２区,27_2,20_2
２区,27_2,20_3
２区,27_2,21_2
２区,27_2,22_2
２区,27_2,23_2
１区,27_2,24_2
１区,27_2,25_2
１区,27_2,26_2
１区,27_1,28_1
１区,27_1,29_1
１区,27_1,30_1
２区,27_1,31_1
２区,27_1,32_1
２区,27_1,33_1
２区,27_1,34_1
２区,27_1,35_1
４区,28_1,1_3
４区,28_1,1_4
４区,28_1,2_2
３区,28_1,3_2
３区,28_1,4_2
３区,28_1,5_2
３区,28_1,6_2
２区,28_1,7_2
２区,28_1,9_1
２区,28_1,9_3
３区,28_1,10_1
３区,28_1,11_1
３区,28_1,12_1
４区,28_1,13_1
４区,28_1,13_2
２区,28_1,14_1
３区,28_1,15_1
３区,28_1,16_1
３区,28_1,17_1
３区,28_1,18_1
３区,28_1,19_1
３区,28_1,19_2
２区,28_2,20_2
２区,28_2,20_3
２区,28_2,21_2
２区,28_2,22_2
２区,28_2,23_2
２区,28_2,24_2
１区,28_2,25_2
１区,28_2,26_2
１区,28_2,27_2
１区,28_1,29_1
１区,28_1,30_1
１区,28_1,31_1
２区,28_1,32_1
２区,28_1,33_1
２区,28_1,34_1
２区,28_1,35_1
４区,29_1,1_3
４区,29_1,1_4
３区,29_1,2_2
３区,29_1,3_2
３区,29_1,4_2
３区,29_1,5_2
２区,29_1,6_2
２区,29_1,7_2
２区,29_1,9_1
２区,29_1,9_3
２区,29_1,10_1
２区,29_1,11_1
３区,29_1,12_1
３区,29_1,13_1
３区,29_1,13_2
２区,29_1,14_1
２区,29_1,15_1
３区,29_1,16_1
３区,29_1,17_1
３区,29_1,18_1
３区,29_1,19_1
３区,29_1,19_2
３区,29_2,20_2
３区,29_2,20_3
２区,29_2,21_2
２区,29_2,22_2
２区,29_2,23_2
２区,29_2,24_2
２区,29_2,25_2
１区,29_2,26_2
１区,29_2,27_2
１区,29_2,28_2
１区,29_1,30_1
１区,29_1,31_1
１区,29_1,32_1
２区,29_1,33_1
２区,29_1,34_1
２区,29_1,35_1
３区,30_1,1_3
３区,30_1,1_4
３区,30_1,2_2
３区,30_1,3_2
３区,30_1,4_2
２区,30_1,5_2
２区,30_1,6_2
２区,30_1,7_2
２区,30_1,9_1
２区,30_1,9_3
２区,30_1,10_1
２区,30_1,11_1
３区,30_1,12_1
３区,30_1,13_1
３区,30_1,13_2
２区,30_1,14_1
２区,30_1,15_1
２区,30_1,16_1
３区,30_1,17_1
３区,30_1,18_1
３区,30_1,19_1
３区,30_1,19_2
３区,30_2,20_2
３区,30_2,20_3
３区,30_2,21_2
２区,30_2,22_2
２区,30_2,23_2
２区,30_2,24_2
２区,30_2,25_2
２区,30_2,26_2
１区,30_2,27_2
１区,30_2,28_2
１区,30_2,29_2
１区,30_1,31_1
１区,30_1,32_1
１区,30_1,33_1
１区,30_1,34_1
２区,30_1,35_1
３区,31_1,1_3
３区,31_1,1_4
３区,31_1,2_2
３区,31_1,3_2
２区,31_1,4_2
２区,31_1,5_2
２区,31_1,6_2
２区,31_1,7_2
２区,31_1,9_1
２区,31_1,9_3
２区,31_1,10_1
２区,31_1,11_1
２区,31_1,12_1
３区,31_1,13_1
３区,31_1,13_2
２区,31_1,14_1
２区,31_1,15_1
２区,31_1,16_1
２区,31_1,17_1
３区,31_1,18_1
３区,31_1,19_1
３区,31_1,19_2
３区,31_2,20_2
３区,31_2,20_3
３区,31_2,21_2
３区,31_2,22_2
２区,31_2,23_2
２区,31_2,24_2
２区,31_2,25_2
２区,31_2,26_2
２区,31_2,27_2
１区,31_2,28_2
１区,31_2,29_2
１区,31_2,30_2
１区,31_1,32_1
１区,31_1,33_1
１区,31_1,34_1
１区,31_1,35_1
３区,32_1,1_3
３区,32_1,1_4
３区,32_1,2_2
２区,32_1,3_2
２区,32_1,4_2
２区,32_1,5_2
２区,32_1,6_2
１区,32_1,7_2
１区,32_1,9_1
１区,32_1,9_3
２区,32_1,10_1
２区,32_1,11_1
２区,32_1,12_1
３区,32_1,13_1
３区,32_1,13_2
２区,32_1,14_1
２区,32_1,15_1
２区,32_1,16_1
２区,32_1,17_1
２区,32_1,18_1
３区,32_1,19_1
３区,32_1,19_2
３区,32_2,20_2
３区,32_2,20_3
３区,32_2,21_2
３区,32_2,22_2
３区,32_2,23_2
２区,32_2,24_2
２区,32_2,25_2
２区,32_2,26_2
２区,32_2,27_2
２区,32_2,28_2
１区,32_2,29_2
１区,32_2,30_2
１区,32_2,31_2
１区,32_1,33_1
１区,32_1,34_1
１区,32_1,35_1
３区,33_1,1_3
３区,33_1,1_4
２区,33_1,2_2
２区,33_1,3_2
