shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
七隈線（橋本方面行き）,33.5818169,130.4000765,18,1400
七隈線（橋本方面行き）,33.5816669,130.399388,19,1500
七隈線（橋本方面行き）,33.5814174,130.3987025,20,1600
七隈線（橋本方面行き）,33.5807052,130.3967089,21,1700
七隈線（橋本方面行き）,33.5805365,130.396267,22,1800
七隈線（橋本方面行き）,33.5794318,130.3932548,23,2100
七隈線（橋本方面行き）,33.5788824,130.3925299,24,2200
七隈線（橋本方面行き）,33.5784187,130.3921866,25,2300
七隈線（橋本方面行き）,33.5779263,130.3917359,26,2350
七隈線（橋本方面行き）,33.5777464,130.3914565,27,2400
七隈線（橋本方面行き）,33.5775901,130.3910994,28,2450
七隈線（橋本方面行き）,33.5774917,130.3907367,29,2500
七隈線（橋本方面行き）,33.5773008,130.3895364,30,2600
七隈線（橋本方面行き）,33.5772542,130.3882837,31,2700
七隈線（橋本方面行き）,33.5773755,130.3869249,32,2800
七隈線（橋本方面行き）,33.5774571,130.3860116,33,2900
七隈線（橋本方面行き）,33.5777093,130.3837214,34,3200
七隈線（橋本方面行き）,33.5779971,130.3818793,35,3300
七隈線（橋本方面行き）,33.5781149,130.3803078,36,3350
七隈線（橋本方面行き）,33.5784327,130.3792314,37,3400
七隈線（橋本方面行き）,33.5784868,130.3789142,38,3450
七隈線（橋本方面行き）,33.5784915,130.3787818,39,3500
七隈線（橋本方面行き）,33.5776204,130.3769685,40,3700
七隈線（橋本方面行き）,33.5771167,130.37592,41,3800
七隈線（橋本方面行き）,33.5762387,130.3739598,42,4000
七隈線（橋本方面行き）,33.5761529,130.3737681,43,4100
七隈線（橋本方面行き）,33.5746524,130.370418,44,4400
七隈線（橋本方面行き）,33.5742281,130.3694708,45,4500
七隈線（橋本方面行き）,33.573484,130.368053,46,4600
七隈線（橋本方面行き）,33.5708785,130.3680909,47,4800
七隈線（橋本方面行き）,33.5701735,130.3678996,48,4850
七隈線（橋本方面行き）,33.5697485,130.3677446,49,4900
七隈線（橋本方面行き）,33.569323,130.367605,50,5000
七隈線（橋本方面行き）,33.5689528,130.3674768,51,5050
七隈線（橋本方面行き）,33.5684869,130.3672729,52,5100
七隈線（橋本方面行き）,33.567864,130.366745,53,5150
七隈線（橋本方面行き）,33.5672538,130.3662331,54,5200
七隈線（橋本方面行き）,33.5666986,130.3658623,55,5300
七隈線（橋本方面行き）,33.566378,130.3656714,56,5400
七隈線（橋本方面行き）,33.5661159,130.3655153,57,5500
七隈線（橋本方面行き）,33.565007,130.3648145,58,5700
七隈線（橋本方面行き）,33.5627395,130.3633919,59,5900
七隈線（橋本方面行き）,33.5620871,130.3630326,60,6000
七隈線（橋本方面行き）,33.5614335,130.3626977,61,6100
七隈線（橋本方面行き）,33.5601123,130.3620235,62,6200
七隈線（橋本方面行き）,33.5595703,130.3617442,63,6300
七隈線（橋本方面行き）,33.558648,130.3612689,64,6350
七隈線（橋本方面行き）,33.5583171,130.361214,65,6400
七隈線（橋本方面行き）,33.5581525,130.3612095,66,6450
七隈線（橋本方面行き）,33.5577839,130.3612209,67,6500
七隈線（橋本方面行き）,33.557155,130.3612885,68,6600
七隈線（橋本方面行き）,33.5531037,130.3617303,69,7000
七隈線（橋本方面行き）,33.5528097,130.361744,70,7100
七隈線（橋本方面行き）,33.5510089,130.3619181,71,7300
七隈線（橋本方面行き）,33.5489027,130.3620908,72,7500
七隈線（橋本方面行き）,33.5484749,130.3620987,73,7530
七隈線（橋本方面行き）,33.5480081,130.3622093,74,7560
七隈線（橋本方面行き）,33.5476739,130.3623061,75,7590
七隈線（橋本方面行き）,33.5474145,130.3623683,76,7620
七隈線（橋本方面行き）,33.5473153,130.3623881,77,7650
七隈線（橋本方面行き）,33.5472326,130.3624046,78,7680
七隈線（橋本方面行き）,33.5471144,130.3624254,79,7700
七隈線（橋本方面行き）,33.5469646,130.362453,80,7730
七隈線（橋本方面行き）,33.5467571,130.3624876,81,7750
七隈線（橋本方面行き）,33.5466419,130.3625049,82,7770
七隈線（橋本方面行き）,33.5465179,130.3624945,83,7800
七隈線（橋本方面行き）,33.5463162,130.3624876,84,7850
七隈線（橋本方面行き）,33.5459618,130.3623597,85,7900
七隈線（橋本方面行き）,33.5456506,130.3621384,86,7950
七隈線（橋本方面行き）,33.5453941,130.3618376,87,8000
七隈線（橋本方面行き）,33.5451492,130.3611669,88,8050
七隈線（橋本方面行き）,33.545138,130.3582444,89,8250
七隈線（橋本方面行き）,33.5451624,130.3576723,90,8300
七隈線（橋本方面行き）,33.5452521,130.3570245,91,8400
七隈線（橋本方面行き）,33.5456392,130.3556163,92,8550
七隈線（橋本方面行き）,33.5457454,130.3552683,93,8600
七隈線（橋本方面行き）,33.5459428,130.3545797,94,8700
七隈線（橋本方面行き）,33.5461445,130.3538903,95,8800
七隈線（橋本方面行き）,33.5464848,130.3527828,96,8900
七隈線（橋本方面行き）,33.5468923,130.351404,97,9000
七隈線（橋本方面行き）,33.5473711,130.3497978,98,9200
七隈線（橋本方面行き）,33.5480033,130.347386,99,9400
七隈線（橋本方面行き）,33.5498793,130.3402291,100,10100
七隈線（橋本方面行き）,33.5500953,130.3393343,101,10150
七隈線（橋本方面行き）,33.5502481,130.3386571,102,10200
七隈線（橋本方面行き）,33.5504414,130.337852,103,10300
七隈線（橋本方面行き）,33.552611,130.3288137,104,11000
七隈線（橋本方面行き）,33.5526798,130.3256079,105,11300
七隈線（橋本方面行き）,33.5527756,130.3249002,106,11400
七隈線（橋本方面行き）,33.55307,130.3239289,107,11500
七隈線（橋本方面行き）,33.5534049,130.3231179,108,11600
七隈線（橋本方面行き）,33.5536371,130.3226499,109,11700
七隈線（橋本方面行き）,33.5541616,130.3218641,110,11800
七隈線（橋本方面行き）,33.5549815,130.3208885,111,12000
七隈線（橋本方面行き）,33.5556137,130.3202184,112,12100
